# K0 = 11.9013881683
# t	x(t)	y(t)	h	K(t)	erro_relativo
51.7300300598	2.9551010132	1.0790529251	0.0503809750	11.9012603760	0.0000107376
51.7776031494	2.7785351276	1.1798644066	0.0475740023	11.9012594223	0.0000108177
51.8274726868	2.4763650894	1.2801313400	0.0498695150	11.9012603760	0.0000107376
51.8873710632	2.0291519165	1.3802031279	0.0598976426	11.9012584686	0.0000108979
51.9486465454	1.5708733797	1.4492428303	0.0612752289	11.9012565613	0.0000110581
52.0093383789	1.1820943356	1.4821156263	0.0606918223	11.9012575150	0.0000109780
52.0712013245	0.8754497170	1.4840619564	0.0618632101	11.9012584686	0.0000108979
52.1457061768	0.6159035563	1.4552398920	0.0745059475	11.9012603760	0.0000107376
52.2145690918	0.4570107460	1.4090012312	0.0688629448	11.9012603760	0.0000107376
52.2924461365	0.3406509757	1.3440841436	0.0778768808	11.9012613297	0.0000106575
52.3763885498	0.2634866834	1.2672562599	0.0839411169	11.9012603760	0.0000107376
52.4692077637	0.2140534520	1.1805373430	0.0928200409	11.9012584686	0.0000108979
52.5615692139	0.1884059906	1.0964199305	0.0923601016	11.9012584686	0.0000108979
52.6614074707	0.1787068546	1.0104588270	0.0998366103	11.9012594223	0.0000108177
52.7729339600	0.1856950223	0.9222212434	0.1115265340	11.9012584686	0.0000108979
52.9008750916	0.2175481170	0.8324236274	0.1279405504	11.9012575150	0.0000109780
53.0548171997	0.3026198745	0.7422026396	0.1539422572	11.9012537003	0.0000112985
53.1512107849	0.3968550861	0.6968814135	0.0963926539	11.9012527466	0.0000113787
53.2353096008	0.5191652775	0.6656215787	0.0840978920	11.9012537003	0.0000112985
53.3117790222	0.6760366559	0.6452436447	0.0764682814	11.9012546539	0.0000112184
53.3902702332	0.8976247907	0.6342490315	0.0784909129	11.9012537003	0.0000112985
53.4663619995	1.1859420538	0.6359505653	0.0760916099	11.9012546539	0.0000112184
53.5528259277	1.6122668982	0.6577835083	0.0864647180	11.9012546539	0.0000112184
53.6183052063	1.9960129261	0.6931940913	0.0654779524	11.9012546539	0.0000112184
53.6883049011	2.4254486561	0.7545548677	0.0700011328	11.9012527466	0.0000113787
53.7561912537	2.7860503197	0.8419597745	0.0678877309	11.9012527466	0.0000113787
53.8042221069	2.9506487846	0.9213767648	0.0480294414	11.9012546539	0.0000112184
53.8530502319	2.9980874062	1.0151848793	0.0488277897	11.9012546539	0.0000112184
53.9013633728	2.9049847126	1.1161985397	0.0483146869	11.9012546539	0.0000112184
53.9490318298	2.6831729412	1.2164214849	0.0476693697	11.9012546539	0.0000112184
54.0008544922	2.3359587193	1.3158690929	0.0518240482	11.9012546539	0.0000112184
54.0629196167	1.8622158766	1.4088641405	0.0620646961	11.9012517929	0.0000114588
54.1238136292	1.4246774912	1.4647074938	0.0608956590	11.9012508392	0.0000115389
54.1842155457	1.0674149990	1.4859864712	0.0604015030	11.9012517929	0.0000114588
54.2477836609	0.7845391035	1.4782943726	0.0635683164	11.9012517929	0.0000114588
54.3239173889	0.5521187782	1.4405150414	0.0761327222	11.9012537003	0.0000112985
54.3937034607	0.4130790234	1.3889642954	0.0697875023	11.9012546539	0.0000112184
54.4772071838	0.3075530231	1.3162342310	0.0835046694	11.9012546539	0.0000112184
54.5670738220	0.2402812541	1.2327512503	0.0898651779	11.9012546539	0.0000112184
54.6577415466	0.2021713555	1.1485077143	0.0906660780	11.9012527466	0.0000113787
54.7524414062	0.1828991324	1.0638124943	0.0947009698	11.9012527466	0.0000113787
54.8562011719	0.1791746467	0.9770100713	0.1037609279	11.9012527466	0.0000113787
54.9732818604	0.1940898746	0.8880845904	0.1170808598	11.9012527466	0.0000113787
55.1093711853	0.2407115400	0.7980329394	0.1360906959	11.9012508392	0.0000115389
55.2347450256	0.3242686391	0.7290046811	0.1253750920	11.9012498856	0.0000116190
55.3275451660	0.4253561795	0.6876913905	0.0928009599	11.9012498856	0.0000116190
55.4090118408	0.5552392006	0.6595152617	0.0814681649	11.9012508392	0.0000115389
55.4833908081	0.7203761935	0.6417809129	0.0743806586	11.9012498856	0.0000116190
55.5598640442	0.9510957599	0.6334894300	0.0764751062	11.9012508392	0.0000115389
55.6364936829	1.2584062815	0.6382609010	0.0766302571	11.9012508392	0.0000115389
55.7246208191	1.7135244608	0.6656767130	0.0881254971	11.9012508392	0.0000115389
55.7907371521	2.1108400822	0.7069396973	0.0661170185	11.9012508392	0.0000115389
55.8573303223	2.5146007538	0.7716429830	0.0665913895	11.9012489319	0.0000116992
55.9301338196	2.8671681881	0.8735449910	0.0728041828	11.9012498856	0.0000116190
55.9779510498	2.9863519669	0.9582846761	0.0478164628	11.9012498856	0.0000116190
56.0298500061	2.9714400768	1.0626757145	0.0518976785	11.9012498856	0.0000116190
56.0779914856	2.8132963181	1.1646622419	0.0481429212	11.9012508392	0.0000115389
56.1269073486	2.5320861340	1.2644883394	0.0489173345	11.9012498856	0.0000116190
56.1824188232	2.1259207726	1.3616521358	0.0555133186	11.9012498856	0.0000116190
56.2446365356	1.6540511847	1.4389700890	0.0622162893	11.9012479782	0.0000117793
56.3077583313	1.2354596853	1.4792755842	0.0631226748	11.9012470245	0.0000118594
56.3691749573	0.9173032641	1.4855432510	0.0614163093	11.9012470245	0.0000118594
56.4437522888	0.6434588432	1.4603991508	0.0745789483	11.9012498856	0.0000116190
56.5126533508	0.4753218591	1.4161788225	0.0689015985	11.9012498856	0.0000116190
56.5887870789	0.3543142080	1.3539990187	0.0761324093	11.9012517929	0.0000114588
56.6746406555	0.2702668309	1.2759723663	0.0858546346	11.9012508392	0.0000115389
56.7676277161	0.2177200764	1.1890696287	0.0929855481	11.9012498856	0.0000116190
56.8589782715	0.1903572381	1.1055171490	0.0913511887	11.9012489319	0.0000116992
56.9578475952	0.1790105253	1.0197634697	0.0988675356	11.9012489319	0.0000116992
57.0684547424	0.1840615273	0.9313491583	0.1106066182	11.9012489319	0.0000116992
57.1933631897	0.2122679055	0.8423621058	0.1249070093	11.9012479782	0.0000117793
57.3438911438	0.2887645662	0.7519553900	0.1505267024	11.9012451172	0.0000120197
57.4443092346	0.3799578547	0.7030928731	0.1004192084	11.9012441635	0.0000120998
57.5297393799	0.4969381094	0.6699510813	0.0854299441	11.9012441635	0.0000120998
57.6076927185	0.6486830115	0.6477966905	0.0779550895	11.9012451172	0.0000120197
57.6854171753	0.8577151895	0.6352186203	0.0777250752	11.9012451172	0.0000120197
57.7600898743	1.1274402142	0.6345737576	0.0746742710	11.9012451172	0.0000120197
57.8440971375	1.5238884687	0.6517162323	0.0840079561	11.9012451172	0.0000120197
57.9106101990	1.9030672312	0.6832066774	0.0665145665	11.9012460709	0.0000119396
57.9810104370	2.3356878757	0.7392011881	0.0703989863	11.9012441635	0.0000120998
58.0487289429	2.7159714699	0.8200395107	0.0677171648	11.9012451172	0.0000120197
58.0994949341	2.9182453156	0.8996615410	0.0507646538	11.9012441635	0.0000120998
58.1484184265	2.9991285801	0.9906657338	0.0489250906	11.9012451172	0.0000120197
58.1981315613	2.9380962849	1.0932034254	0.0497133993	11.9012460709	0.0000119396
58.2460174561	2.7423274517	1.1945012808	0.0478851199	11.9012460709	0.0000119396
58.2980880737	2.4114079475	1.2972563505	0.0520699136	11.9012460709	0.0000119396
58.3605957031	1.9381378889	1.3963323832	0.0625086650	11.9012432098	0.0000121800
58.4207992554	1.4961684942	1.4575662613	0.0602041446	11.9012422562	0.0000122601
58.4819488525	1.1197843552	1.4846147299	0.0611493774	11.9012422562	0.0000122601
58.5452156067	0.8237702250	1.4812414646	0.0632672533	11.9012422562	0.0000122601
58.6141319275	0.5966266990	1.4512197971	0.0689181238	11.9012432098	0.0000121800
58.6838684082	0.4426050186	1.4028921127	0.0697377697	11.9012451172	0.0000120197
58.7627182007	0.3305380344	1.3361884356	0.0788483918	11.9012441635	0.0000120998
58.8476600647	0.2567517757	1.2580382824	0.0849415287	11.9012441635	0.0000120998
58.9394378662	0.2107507139	1.1723608971	0.0917781591	11.9012432098	0.0000121800
59.0320129395	0.1868426055	1.0883983374	0.0925751105	11.9012432098	0.0000121800
59.1331710815	0.1785961241	1.0018970966	0.1011579931	11.9012413025	0.0000123402
59.2460327148	0.1874915063	0.9134894609	0.1128624827	11.9012422562	0.0000122601
59.3753128052	0.2224788517	0.8240038157	0.1292792261	11.9012413025	0.0000123402
59.5326118469	0.3159044981	0.7338469625	0.1572987586	11.9012374878	0.0000126608
59.6259498596	0.4133870304	0.6913750172	0.0933384821	11.9012374878	0.0000126608
59.7092781067	0.5415865779	0.6617062092	0.0833266154	11.9012374878	0.0000126608
59.7836761475	0.7017741799	0.6431416273	0.0743995160	11.9012374878	0.0000126608
59.8599128723	0.9251328111	0.6337881088	0.0762381554	11.9012374878	0.0000126608
59.9358863831	1.2215025425	0.6370068192	0.0759716332	11.9012374878	0.0000126608
60.0000000000	1.5350655317	0.6524428725	0.0641136169	11.9012384415	0.0000125806
